CENTROID_ID,cust_code,total_visit,total_spend
4,CUST0000449385,2,2.11
5,CUST0000691819,1,4.75
5,CUST0000184271,1,0.85
5,CUST0000339520,1,0.62
4,CUST0000576365,2,87.399999999999963
2,CUST0000124175,6,12.899999999999999
5,CUST0000163807,1,0.45
5,CUST0000242972,1,9.1599999999999984
5,CUST0000115728,1,2.35
6,CUST0000828190,9,135.87000000000003
6,CUST0000999935,9,444.17000000000007
5,CUST0000640465,1,0.62
7,CUST0000784520,13,761.52999999999849
2,CUST0000936236,4,61.139999999999986
5,CUST0000275912,1,1.46
6,CUST0000118502,9,567.6999999999997
2,CUST0000242943,4,53.779999999999994
3,CUST0000347969,1,47.759999999999991
5,CUST0000640319,1,10.440000000000001
5,CUST0000689662,1,6.55
5,CUST0000588581,1,3.24
4,CUST0000695850,3,4.02
7,CUST0000068970,10,1891.9499999999991
5,CUST0000478806,1,37.1
5,CUST0000741350,1,5.07
4,CUST0000442582,2,17.41
4,CUST0000824079,2,18.150000000000002
7,CUST0000759998,13,2324.1499999999896
4,CUST0000097542,2,0.78
6,CUST0000993465,7,556.63
4,CUST0000311656,2,0.16
4,CUST0000462572,2,18.4
5,CUST0000659991,1,1.57
2,CUST0000394839,5,23.43
5,CUST0000419069,1,1.36
5,CUST0000977856,1,0.67
2,CUST0000227284,3,51.77
5,CUST0000627864,1,0.54
5,CUST0000158390,1,0.97
2,CUST0000085264,5,14.030000000000001
2,CUST0000328513,4,78.010000000000019
5,CUST0000131143,1,21.349999999999998
2,CUST0000274145,5,51.15
6,CUST0000944363,10,655.5199999999993
2,CUST0000955566,5,122.89999999999999
3,CUST0000685976,1,97.78000000000003
2,CUST0000686475,5,26.830000000000002
6,CUST0000112668,8,75.809999999999988
6,CUST0000179179,6,564.50999999999954
5,CUST0000538325,1,5.29
2,CUST0000979899,3,6.2299999999999995
5,CUST0000121862,1,6.6099999999999994
7,CUST0000553777,12,898.57999999999788
4,CUST0000884294,2,4.12
2,CUST0000007392,4,85.799999999999983
5,CUST0000850907,1,0.98
5,CUST0000691027,1,0.62
7,CUST0000916687,9,1311.639999999999
5,CUST0000056376,1,11.269999999999998
4,CUST0000277901,2,2.16
6,CUST0000756576,11,222.42999999999998
5,CUST0000434982,1,14.57
5,CUST0000868188,1,6.9
7,CUST0000673735,12,2003.8400000000029
2,CUST0000040844,6,112.84999999999995
5,CUST0000694213,1,2.21
7,CUST0000513272,13,822.47999999999922
2,CUST0000009237,3,6.47
5,CUST0000670572,1,3.99
4,CUST0000157829,2,4.21
5,CUST0000028714,1,2.09
6,CUST0000405646,8,41.640000000000008
2,CUST0000642917,3,12.890000000000002
5,CUST0000938532,1,6.66
5,CUST0000685904,1,10.84
7,CUST0000876404,12,1527.7799999999966
5,CUST0000233923,1,19.86
5,CUST0000964440,1,0.82
7,CUST0000914541,13,1019.6299999999984
6,CUST0000208822,9,230.05999999999983
4,CUST0000561716,2,18.450000000000003
4,CUST0000326271,3,1.34
2,CUST0000882344,3,14.530000000000001
4,CUST0000398047,3,2.5399999999999996
4,CUST0000402818,2,37.940000000000005
2,CUST0000738587,5,91.31
5,CUST0000316818,1,6.77
5,CUST0000010402,1,1.81
2,CUST0000662527,4,18.340000000000003
6,CUST0000674164,7,819.80999999999983
2,CUST0000958596,6,155.27999999999992
6,CUST0000543362,10,470.18000000000006
2,CUST0000096088,5,19.6
5,CUST0000739330,1,0.8
5,CUST0000772225,1,0.31
4,CUST0000073685,2,4.22
4,CUST0000401800,2,0.02
6,CUST0000784030,10,484.59999999999974
5,CUST0000631597,1,1.21
4,CUST0000477076,3,2.27
6,CUST0000794855,9,149.91
6,CUST0000329524,7,233.71999999999994
5,CUST0000260440,1,11.75
5,CUST0000442578,1,1.0899999999999999
6,CUST0000673289,6,510.74999999999937
5,CUST0000497450,1,3.6900000000000004
7,CUST0000996878,13,1608.549999999997
5,CUST0000623317,1,10.32
3,CUST0000128698,1,40.290000000000006
7,CUST0000511022,11,1172.2799999999972
2,CUST0000554718,5,356.48999999999984
4,CUST0000723290,2,11.89
5,CUST0000132217,1,6.76
6,CUST0000523687,7,43.82
5,CUST0000659474,1,0.88
4,CUST0000237215,2,28.439999999999998
5,CUST0000010500,1,2.27
2,CUST0000724917,5,41.79
5,CUST0000348702,1,2.92
2,CUST0000742065,3,46.850000000000009
5,CUST0000288170,1,11.61
6,CUST0000362967,12,99.580000000000013
2,CUST0000801434,5,12.850000000000001
5,CUST0000585471,1,3.54
2,CUST0000556111,4,18.95
1,CUST0000484093,13,3151.3200000000165
2,CUST0000322811,4,8.81
7,CUST0000429989,10,1001.0299999999987
2,CUST0000360495,4,3.57
6,CUST0000672486,7,454.51999999999975
5,CUST0000624080,1,3.22
5,CUST0000108442,1,2.0
6,CUST0000715152,8,10.35
2,CUST0000574963,5,33.339999999999996
2,CUST0000574609,5,10.780000000000001
4,CUST0000709576,2,71.55
6,CUST0000787846,8,413.21000000000004
7,CUST0000956717,13,2127.9200000000014
7,CUST0000324851,13,1419.4599999999987
7,CUST0000711835,13,611.00000000000011
4,CUST0000030592,2,32.739999999999995
2,CUST0000893300,3,6.3600000000000012
6,CUST0000943055,10,38.42
5,CUST0000440900,1,4.32
2,CUST0000355357,3,32.95
7,CUST0000856965,13,508.84000000000015
6,CUST0000767282,9,227.15
5,CUST0000102595,1,0.83
4,CUST0000988890,2,3.08
6,CUST0000700826,8,193.64999999999998
5,CUST0000336263,1,0.63
6,CUST0000583261,10,529.38000000000045
5,CUST0000427815,1,1.54
5,CUST0000969359,1,10.22
4,CUST0000528323,2,102.20999999999998
5,CUST0000371746,1,2.5500000000000003
2,CUST0000884358,3,74.36
3,CUST0000790941,1,51.279999999999994
5,CUST0000827035,1,3.8600000000000003
5,CUST0000873042,1,0.83
7,CUST0000263489,11,614.97000000000025
7,CUST0000613062,12,948.81999999999925
6,CUST0000200908,7,27.180000000000007
5,CUST0000649557,1,1.88
4,CUST0000222978,2,4.48
3,CUST0000796356,1,39.8
6,CUST0000171503,10,522.40999999999974
3,CUST0000639933,1,64.53
2,CUST0000999645,5,105.11000000000003
6,CUST0000616143,13,253.17999999999992
5,CUST0000867613,1,2.82
5,CUST0000292759,1,0.35
5,CUST0000118114,1,3.0500000000000003
4,CUST0000700763,2,8.0
5,CUST0000228669,1,10.989999999999998
6,CUST0000663961,7,169.43000000000015
5,CUST0000059387,1,4.71
5,CUST0000087286,1,6.8900000000000006
2,CUST0000811062,3,7.82
5,CUST0000193157,1,9.5700000000000021
7,CUST0000669614,13,1890.6799999999982
5,CUST0000929718,1,11.39
6,CUST0000031779,11,125.83000000000004
4,CUST0000003252,2,3.83
7,CUST0000950029,12,788.8399999999998
5,CUST0000189627,1,5.09
5,CUST0000216630,1,4.33
4,CUST0000747842,2,40.759999999999991
6,CUST0000420669,7,75.619999999999976
2,CUST0000678474,3,129.46999999999994
2,CUST0000336062,5,29.709999999999994
4,CUST0000327196,2,1.82
5,CUST0000454989,1,0.76
2,CUST0000957776,6,150.70999999999998
4,CUST0000700738,2,25.799999999999997
6,CUST0000896961,7,13.070000000000004
5,CUST0000270115,1,1.93
3,CUST0000552504,1,41.37
2,CUST0000724166,6,177.47999999999993
2,CUST0000935064,3,7.9099999999999993
2,CUST0000666576,5,277.96999999999997
5,CUST0000723889,1,1.81
5,CUST0000894975,1,0.83
3,CUST0000947342,1,41.18
5,CUST0000901001,1,10.39
7,CUST0000659998,13,1758.6499999999955
5,CUST0000342302,1,22.189999999999998
6,CUST0000859256,8,208.81999999999982
7,CUST0000940241,13,276.12999999999994
4,CUST0000140525,2,39.7
5,CUST0000709893,1,9.04
4,CUST0000192879,2,2.04
6,CUST0000761352,12,361.70999999999992
6,CUST0000406750,7,29.050000000000004
5,CUST0000423130,1,9.8099999999999987
6,CUST0000454816,12,163.18000000000004
2,CUST0000518272,6,7.56
6,CUST0000497027,9,120.16
5,CUST0000997461,1,0.97
4,CUST0000616876,2,126.61999999999998
5,CUST0000396734,1,5.0600000000000005
5,CUST0000567680,1,10.65
5,CUST0000598362,1,19.0
2,CUST0000424039,4,41.92
4,CUST0000387048,3,0.93000000000000016
6,CUST0000865385,7,34.1
2,CUST0000262522,4,76.490000000000023
5,CUST0000136191,1,8.02
7,CUST0000174352,11,678.85999999999922
6,CUST0000800372,7,258.28
6,CUST0000894137,9,6.9399999999999977
4,CUST0000753831,2,4.56
4,CUST0000954530,3,2.7600000000000002
6,CUST0000430446,13,221.1699999999999
4,CUST0000434655,2,34.139999999999993
6,CUST0000415594,12,128.90000000000015
5,CUST0000614847,1,0.36
5,CUST0000202032,1,0.34
5,CUST0000806887,1,1.8900000000000001
4,CUST0000737431,2,3.83
5,CUST0000679627,1,1.73
2,CUST0000493522,4,123.41000000000001
4,CUST0000633084,2,23.5
7,CUST0000455083,7,1300.5099999999957
2,CUST0000869849,6,50.400000000000006
2,CUST0000383052,4,34.09
2,CUST0000259531,4,16.29
5,CUST0000327543,1,1.49
4,CUST0000999203,2,49.83
7,CUST0000528973,13,2172.5299999999925
5,CUST0000925620,1,3.5100000000000002
2,CUST0000575523,3,26.8
4,CUST0000715710,2,1.3
2,CUST0000927485,3,90.48
6,CUST0000244542,7,85.840000000000018
2,CUST0000774348,3,9.3299999999999983
5,CUST0000937347,1,0.21
2,CUST0000328613,5,9.62
2,CUST0000868846,3,71.549999999999983
6,CUST0000518102,8,311.24000000000007
5,CUST0000644617,1,2.83
2,CUST0000777534,4,13.3
5,CUST0000065852,1,1.29
5,CUST0000407542,1,0.65
3,CUST0000138983,1,71.82
4,CUST0000950003,2,5.37
2,CUST0000730646,3,12.7
2,CUST0000890429,3,9.28
2,CUST0000280159,4,61.010000000000005
5,CUST0000195241,1,2.94
6,CUST0000736244,12,338.92999999999995
4,CUST0000003028,2,10.61
5,CUST0000232117,1,14.74
6,CUST0000226371,11,107.40000000000005
1,CUST0000007860,11,2448.4700000000016
5,CUST0000276706,1,8.47
5,CUST0000007429,1,1.5
5,CUST0000802656,1,0.81
5,CUST0000991865,1,1.22
5,CUST0000492210,1,5.38
5,CUST0000651440,1,0.82
4,CUST0000320929,2,0.84
4,CUST0000047511,2,18.0
1,CUST0000576800,13,3199.7500000000191
4,CUST0000806335,2,9.0900000000000016
6,CUST0000029792,10,24.480000000000004
6,CUST0000844393,6,381.05000000000007
5,CUST0000383905,1,32.139999999999993
2,CUST0000355014,6,86.41
2,CUST0000877762,4,578.77000000000021
4,CUST0000463014,2,12.299999999999999
2,CUST0000080650,6,5.15
2,CUST0000802824,4,92.950000000000031
4,CUST0000962973,2,23.759999999999998
5,CUST0000204614,1,0.53
5,CUST0000023622,1,4.86
5,CUST0000283361,1,2.41
5,CUST0000071039,1,7.42
4,CUST0000518260,2,11.31
5,CUST0000681827,1,2.25
4,CUST0000388710,3,2.48
4,CUST0000113608,3,0.8
6,CUST0000703908,13,173.80999999999995
3,CUST0000539844,1,51.030000000000015
5,CUST0000090636,1,2.2399999999999998
7,CUST0000313862,11,743.55000000000041
6,CUST0000451201,7,670.820000000001
2,CUST0000208696,4,67.43
5,CUST0000843587,1,25.22
5,CUST0000164615,1,0.88
7,CUST0000984181,12,1691.5699999999965
2,CUST0000136845,4,3.2899999999999996
6,CUST0000512242,7,20.439999999999991
4,CUST0000873472,2,11.680000000000001
5,CUST0000688303,1,17.709999999999997
4,CUST0000119546,2,3.49
6,CUST0000345386,7,169.54000000000002
6,CUST0000415649,7,203.27999999999986
1,CUST0000871730,13,3748.3399999999961
4,CUST0000050605,2,22.23
5,CUST0000428117,1,7.43
3,CUST0000751461,1,79.59
5,CUST0000936418,1,0.98
4,CUST0000200413,2,18.25
5,CUST0000776350,1,10.629999999999999
5,CUST0000982838,1,0.21
7,CUST0000910590,12,529.6800000000004
4,CUST0000005551,2,36.879999999999995
6,CUST0000527725,7,469.2399999999999
4,CUST0000280630,2,157.28
6,CUST0000623730,12,104.87000000000002
5,CUST0000134056,1,3.01
5,CUST0000878985,1,5.79
7,CUST0000939653,13,440.96999999999991
5,CUST0000888539,1,31.540000000000006
5,CUST0000349675,1,2.25
2,CUST0000504009,5,4.7200000000000006
4,CUST0000979032,2,51.279999999999994
1,CUST0000420119,13,5078.0299999999752
5,CUST0000234852,1,0.28
6,CUST0000411134,9,121.20000000000003
7,CUST0000424316,12,463.83999999999992
2,CUST0000336132,4,71.91
4,CUST0000427655,2,43.84
6,CUST0000784216,11,417.39000000000044
5,CUST0000477598,1,1.27
5,CUST0000899898,1,8.65
6,CUST0000547782,6,269.53000000000003
5,CUST0000150097,1,1.31
6,CUST0000074994,9,161.38000000000008
2,CUST0000106510,5,47.810000000000009
5,CUST0000126379,1,8.95
5,CUST0000702038,1,26.479999999999993
6,CUST0000602746,8,732.87999999999965
2,CUST0000213069,5,153.39
5,CUST0000005626,1,0.7
5,CUST0000755565,1,0.88
5,CUST0000724267,1,3.3
2,CUST0000742733,6,113.67000000000002
6,CUST0000719315,7,22.420000000000005
2,CUST0000597239,6,80.36
5,CUST0000625315,1,0.21
2,CUST0000672817,4,35.069999999999993
5,CUST0000429733,1,3.73
5,CUST0000826283,1,10.39
5,CUST0000916258,1,0.68
2,CUST0000926111,4,61.1
2,CUST0000705667,3,42.49
5,CUST0000994928,1,29.939999999999998
2,CUST0000259454,5,111.55000000000005
4,CUST0000797393,2,25.050000000000008
5,CUST0000497447,1,0.98
4,CUST0000194462,2,2.31
5,CUST0000077848,1,6.03
7,CUST0000587700,13,673.75000000000034
2,CUST0000546765,3,130.05999999999997
2,CUST0000117706,5,258.80999999999983
6,CUST0000856060,8,62.920000000000016
5,CUST0000356435,1,1.32
2,CUST0000202818,5,131.5
2,CUST0000231556,3,76.640000000000015
7,CUST0000603406,13,285.33000000000015
2,CUST0000662600,4,292.22999999999996
5,CUST0000229716,1,24.499999999999996
7,CUST0000012784,12,1633.2899999999961
5,CUST0000034400,1,24.469999999999995
6,CUST0000405131,10,108.04999999999998
2,CUST0000210783,4,75.470000000000013
5,CUST0000810545,1,2.85
2,CUST0000450690,3,14.760000000000002
2,CUST0000059662,3,129.46000000000004
5,CUST0000668590,1,17.5
5,CUST0000597738,1,2.49
4,CUST0000836053,2,247.45000000000007
2,CUST0000170861,4,3.3
2,CUST0000681996,6,182.40999999999994
5,CUST0000861556,1,0.45
4,CUST0000391520,2,24.759999999999998
5,CUST0000183427,1,3.38
5,CUST0000757047,1,0.92
4,CUST0000658654,2,10.29
5,CUST0000167145,1,14.13
5,CUST0000417956,1,4.92
4,CUST0000707688,2,16.59
5,CUST0000775073,1,13.760000000000002
4,CUST0000096515,3,3.75
5,CUST0000144204,1,6.32
5,CUST0000162076,1,0.43
7,CUST0000590105,11,1333.2399999999991
6,CUST0000705973,11,324.48000000000013
7,CUST0000757709,12,1556.3800000000022
2,CUST0000073259,6,52.160000000000011
4,CUST0000878036,2,18.91
5,CUST0000185090,1,6.41
4,CUST0000046733,2,4.12
5,CUST0000567303,1,9.14
6,CUST0000018220,9,44.25
2,CUST0000552817,4,483.69000000000028
5,CUST0000883617,1,25.3
6,CUST0000633995,8,226.27999999999997
5,CUST0000113121,1,1.04
4,CUST0000504530,2,6.0399999999999991
2,CUST0000144475,5,235.72999999999971
2,CUST0000750007,6,107.85
4,CUST0000808396,2,6.12
6,CUST0000994038,6,580.47000000000014
6,CUST0000742814,8,54.9
7,CUST0000850885,13,1366.4899999999975
6,CUST0000735727,9,355.330000000001
4,CUST0000050780,2,11.48
7,CUST0000179403,12,979.5199999999985
5,CUST0000969417,1,1.8699999999999999
4,CUST0000045573,2,1.34
5,CUST0000153159,1,0.57
6,CUST0000426156,8,160.52
4,CUST0000491082,2,3.34
7,CUST0000074042,13,488.9999999999971
6,CUST0000821922,13,206.08999999999992
6,CUST0000120123,7,62.509999999999991
6,CUST0000699773,7,288.51
2,CUST0000587009,4,45.999999999999993
7,CUST0000016404,10,1627.1100000000038
5,CUST0000550215,1,1.26
7,CUST0000231782,13,656.12999999999965
7,CUST0000164858,12,1594.1499999999994
6,CUST0000150129,11,134.50000000000003
6,CUST0000270342,10,21.940000000000005
3,CUST0000982534,1,58.229999999999983
5,CUST0000219443,1,2.58
4,CUST0000601102,2,1.31
4,CUST0000823630,2,2.66
2,CUST0000607420,4,323.67000000000013
3,CUST0000679338,1,39.899999999999991
5,CUST0000357559,1,1.3399999999999999
5,CUST0000339588,1,9.0599999999999987
5,CUST0000213983,1,9.71
6,CUST0000485186,9,126.04
5,CUST0000153773,1,0.33
5,CUST0000285220,1,2.59
5,CUST0000404149,1,2.24
2,CUST0000795351,5,17.97
2,CUST0000637852,4,41.679999999999993
6,CUST0000779849,9,108.74
4,CUST0000410281,2,4.62
2,CUST0000897607,6,12.76
6,CUST0000534768,9,605.9199999999995
2,CUST0000631151,3,37.9
5,CUST0000249703,1,19.470000000000002
5,CUST0000631346,1,6.0699999999999994
6,CUST0000293517,8,381.86000000000007
4,CUST0000740372,2,45.900000000000006
5,CUST0000278162,1,2.0
4,CUST0000881135,2,27.970000000000002
5,CUST0000619158,1,10.14
5,CUST0000719277,1,7.0600000000000005
7,CUST0000265717,13,870.26
5,CUST0000914256,1,22.800000000000004
4,CUST0000071812,2,74.990000000000009
7,CUST0000907032,13,1100.8899999999985
5,CUST0000016789,1,1.44
5,CUST0000219959,1,2.59
5,CUST0000252012,1,4.55
5,CUST0000465537,1,0.55
6,CUST0000766149,8,257.62000000000006
5,CUST0000325318,1,25.649999999999995
5,CUST0000459761,1,0.55
2,CUST0000398783,4,115.76999999999998
4,CUST0000151364,3,1.32
2,CUST0000299156,3,207.48999999999995
4,CUST0000392681,2,11.95
5,CUST0000298050,1,3.31
6,CUST0000326140,9,780.17999999999938
2,CUST0000070457,4,190.34000000000006
4,CUST0000286533,2,0.94
2,CUST0000883629,3,21.76
4,CUST0000446520,2,23.92
7,CUST0000123053,13,670.40999999999849
6,CUST0000242105,9,241.39999999999998
5,CUST0000690503,1,7.82
2,CUST0000995077,6,118.84000000000003
7,CUST0000049077,13,2033.8799999999949
7,CUST0000011075,13,978.649999999997
4,CUST0000378893,2,5.13
5,CUST0000389099,1,10.69
2,CUST0000425869,4,33.300000000000004
4,CUST0000815104,3,3.42
4,CUST0000405961,2,2.2800000000000002
5,CUST0000324094,1,30.650000000000002
4,CUST0000533833,2,8.01
2,CUST0000750655,4,19.48
5,CUST0000177571,1,4.2200000000000006
5,CUST0000083900,1,3.23
5,CUST0000107052,1,7.85
5,CUST0000101944,1,7.89
5,CUST0000152233,1,0.25
6,CUST0000044707,12,120.09999999999998
5,CUST0000016683,1,9.3
2,CUST0000171269,3,156.45999999999998
6,CUST0000423278,8,76.09
5,CUST0000630492,1,25.559999999999995
5,CUST0000822749,1,0.75
5,CUST0000061813,1,4.71
6,CUST0000434489,8,514.03000000000031
5,CUST0000439220,1,0.75
4,CUST0000257488,2,4.26
2,CUST0000805189,4,98.440000000000026
5,CUST0000223416,1,4.62
5,CUST0000267396,1,2.92
6,CUST0000075785,10,199.01000000000008
2,CUST0000243704,3,58.089999999999989
7,CUST0000632740,13,863.21999999999775
5,CUST0000173247,1,10.469999999999999
4,CUST0000868707,2,87.519999999999982
6,CUST0000528012,11,369.56
4,CUST0000350969,2,66.2
5,CUST0000783982,1,0.21
5,CUST0000262453,1,5.94
6,CUST0000506969,10,298.17000000000007
7,CUST0000107193,13,934.19999999999948
4,CUST0000756138,2,15.94
2,CUST0000745583,5,164.01000000000002
4,CUST0000327356,2,4.2
5,CUST0000692133,1,0.01
4,CUST0000963056,3,1.23
4,CUST0000165348,2,2.42
5,CUST0000004507,1,2.35
4,CUST0000948675,2,9.75
6,CUST0000982235,6,347.68999999999988
5,CUST0000883628,1,21.089999999999996
5,CUST0000766708,1,0.85
5,CUST0000371341,1,13.339999999999998
7,CUST0000147841,12,2080.9999999999968
4,CUST0000566633,2,18.580000000000005
5,CUST0000218025,1,0.3
2,CUST0000247664,3,246.46999999999974
5,CUST0000844556,1,0.64
5,CUST0000981434,1,0.27
2,CUST0000044200,5,31.87
4,CUST0000286555,2,1.34
5,CUST0000166541,1,5.3500000000000005
2,CUST0000324423,4,102.95
4,CUST0000580827,2,4.36
5,CUST0000496249,1,36.2
5,CUST0000327899,1,7.8400000000000007
4,CUST0000212216,2,10.150000000000002
5,CUST0000114440,1,11.67
2,CUST0000620309,3,20.599999999999998
5,CUST0000886179,1,8.39
4,CUST0000070552,2,40.39
5,CUST0000663803,1,0.41
7,CUST0000281062,13,1504.3
5,CUST0000334149,1,0.98
5,CUST0000212674,1,7.7
4,CUST0000641263,2,18.71
5,CUST0000235688,1,0.63
5,CUST0000733309,1,6.8000000000000007
2,CUST0000231293,5,89.899999999999977
5,CUST0000826627,1,0.01
5,CUST0000441833,1,0.39
5,CUST0000423000,1,2.0
5,CUST0000225844,1,1.3599999999999999
2,CUST0000598136,3,88.750000000000014
5,CUST0000348490,1,18.32
5,CUST0000429412,1,1.24
5,CUST0000678093,1,0.03
2,CUST0000930266,4,61.13
6,CUST0000711331,7,44.46
4,CUST0000257189,2,0.64
2,CUST0000896246,3,64.820000000000007
6,CUST0000510974,9,213.8599999999999
4,CUST0000496363,2,1.51
6,CUST0000765119,10,622.27999999999952
5,CUST0000498211,1,15.459999999999999
5,CUST0000427089,1,16.34
4,CUST0000047482,2,19.56
4,CUST0000353323,2,6.3699999999999992
5,CUST0000995321,1,30.870000000000005
6,CUST0000207779,11,538.7299999999999
4,CUST0000275535,2,0.54
7,CUST0000059479,12,768.53999999999871
2,CUST0000669376,3,54.489999999999995
5,CUST0000925446,1,8.67
4,CUST0000714699,3,4.11
4,CUST0000683828,2,87.66
5,CUST0000619454,1,4.64
6,CUST0000462232,10,44.689999999999991
4,CUST0000784769,2,3.72
4,CUST0000957764,2,149.19999999999996
4,CUST0000780025,2,28.36
7,CUST0000410727,13,2224.4700000000053
4,CUST0000230656,2,0.54
6,CUST0000566190,10,633.01000000000033
7,CUST0000625521,12,437.07000000000045
6,CUST0000464579,6,639.83999999999969
6,CUST0000676683,7,92.210000000000022
5,CUST0000717833,1,0.67
2,CUST0000157440,5,92.819999999999979
2,CUST0000265741,6,140.04999999999995
5,CUST0000326334,1,17.28
6,CUST0000970853,10,333.44999999999976
4,CUST0000474097,2,28.980000000000004
4,CUST0000950739,2,21.28
5,CUST0000660591,1,9.6000000000000014
5,CUST0000121974,1,1.7799999999999998
2,CUST0000709994,5,134.32000000000008
1,CUST0000150023,13,2738.5999999999854
5,CUST0000367611,1,5.24
4,CUST0000718355,2,0.069999999999999993
2,CUST0000270726,6,192.79000000000002
7,CUST0000239360,12,1251.1299999999994
2,CUST0000048640,4,6.34
4,CUST0000116224,2,1.96
4,CUST0000310063,2,92.1
2,CUST0000040955,5,118.85999999999993
5,CUST0000494345,1,12.490000000000002
4,CUST0000945369,2,19.26
5,CUST0000320706,1,1.41
6,CUST0000104537,7,253.4199999999995
5,CUST0000138770,1,1.83
5,CUST0000072042,1,0.3
2,CUST0000493580,6,19.44
4,CUST0000723168,2,12.299999999999999
5,CUST0000660247,1,0.13
2,CUST0000740393,5,191.76999999999981
5,CUST0000949678,1,2.54
5,CUST0000799809,1,1.02
4,CUST0000970221,3,3.92
2,CUST0000275191,3,36.46
5,CUST0000279711,1,1.05
7,CUST0000864629,13,657.96999999999969
5,CUST0000221727,1,1.99
5,CUST0000148189,1,0.67
2,CUST0000244251,4,13.589999999999996
7,CUST0000254358,11,993.04
5,CUST0000103569,1,2.26
5,CUST0000560528,1,14.21
5,CUST0000208250,1,27.360000000000003
5,CUST0000346339,1,9.96
4,CUST0000898289,2,1.9200000000000002
5,CUST0000667401,1,2.49
2,CUST0000903937,3,8.67
4,CUST0000692117,2,9.21
2,CUST0000494645,6,101.45000000000002
4,CUST0000933418,2,18.7
6,CUST0000443923,11,90.599999999999966
6,CUST0000711147,7,255.05
4,CUST0000568827,3,2.48
2,CUST0000953110,4,138.56
5,CUST0000051508,1,4.12
5,CUST0000658914,1,4.91
7,CUST0000868779,11,1509.2900000000034
2,CUST0000738722,6,84.87
4,CUST0000778814,2,27.720000000000002
2,CUST0000535023,3,189.92000000000004
2,CUST0000297210,3,63.41
5,CUST0000078659,1,1.7
4,CUST0000664023,2,38.339999999999996
5,CUST0000329562,1,3.0
5,CUST0000566462,1,0.03
6,CUST0000073165,12,341.46999999999963
5,CUST0000096342,1,2.41
4,CUST0000808133,2,18.999999999999996
1,CUST0000852304,13,4181.9399999999951
5,CUST0000679785,1,20.28
4,CUST0000365132,2,18.68
5,CUST0000599687,1,0.98
5,CUST0000058642,1,1.39
6,CUST0000822151,7,429.60999999999996
4,CUST0000733743,2,90.32
6,CUST0000364227,7,83.800000000000011
4,CUST0000896285,2,4.07
4,CUST0000151417,2,2.77
5,CUST0000483413,1,4.48
5,CUST0000607029,1,1.52
5,CUST0000957783,1,0.24
5,CUST0000177847,1,1.25
5,CUST0000515697,1,2.51
4,CUST0000054148,2,41.22000000000002
6,CUST0000839174,10,520.43000000000063
2,CUST0000104536,5,90.030000000000044
2,CUST0000279094,3,30.47
5,CUST0000894135,1,1.4100000000000001
6,CUST0000436394,10,352.97
2,CUST0000292379,5,215.78000000000006
6,CUST0000973175,12,131.25
2,CUST0000550703,5,110.62000000000003
2,CUST0000893117,6,83.419999999999945
2,CUST0000896174,3,29.97
6,CUST0000509062,11,438.49000000000012
4,CUST0000539348,2,28.86
2,CUST0000589412,3,15.530000000000001
2,CUST0000166782,4,2.59
5,CUST0000685661,1,2.84
2,CUST0000738557,5,195.49
6,CUST0000831416,10,448.17
2,CUST0000893334,6,102.61999999999999
6,CUST0000997577,9,101.86999999999993
7,CUST0000446418,13,1209.4299999999982
6,CUST0000102487,8,367.13999999999987
5,CUST0000971804,1,33.800000000000004
6,CUST0000294281,7,706.96999999999912
5,CUST0000980714,1,2.59
3,CUST0000146657,1,46.800000000000004
2,CUST0000978584,5,129.17000000000002
3,CUST0000007960,1,46.040000000000006
4,CUST0000860570,2,29.720000000000002
6,CUST0000202517,8,12.649999999999999
4,CUST0000005207,2,7.94
4,CUST0000322793,2,36.860000000000007
2,CUST0000442106,6,141.34
4,CUST0000089183,2,8.27
5,CUST0000680463,1,3.43
2,CUST0000311641,4,72.529999999999987
7,CUST0000915203,11,2017.6300000000058
2,CUST0000436160,3,123.84000000000007
2,CUST0000099674,3,40.669999999999995
7,CUST0000774171,13,2048.2699999999977
2,CUST0000644957,4,126.58999999999999
1,CUST0000986278,13,5651.0499999999938
5,CUST0000738225,1,18.98
2,CUST0000632621,5,207.15000000000006
5,CUST0000378093,1,1.34
2,CUST0000467728,6,144.82
4,CUST0000757337,2,12.83
7,CUST0000506810,9,852.93999999999915
5,CUST0000297074,1,2.23
6,CUST0000135339,7,13.120000000000001
7,CUST0000244114,10,958.20999999999844
4,CUST0000545986,2,5.25
5,CUST0000479179,1,10.080000000000002
1,CUST0000367547,13,2469.0899999999951
5,CUST0000818412,1,1.21
7,CUST0000995115,13,363.7399999999999
2,CUST0000585862,3,51.71
4,CUST0000016396,2,0.02
5,CUST0000521065,1,5.3100000000000005
6,CUST0000668749,7,42.310000000000016
4,CUST0000620037,2,13.66
7,CUST0000529848,13,1681.5900000000008
5,CUST0000109647,1,7.6899999999999995
7,CUST0000990465,13,1344.5400000000018
5,CUST0000295948,1,25.79
5,CUST0000030542,1,9.15
5,CUST0000695675,1,1.75
2,CUST0000770037,5,34.55
2,CUST0000166828,3,15.36
4,CUST0000858453,2,2.5
6,CUST0000191403,10,301.3300000000001
5,CUST0000144430,1,7.4600000000000009
4,CUST0000429927,2,87.179999999999993
2,CUST0000040396,4,17.4
4,CUST0000973685,2,0.65999999999999992
5,CUST0000761859,1,1.54
5,CUST0000549560,1,28.59
5,CUST0000176230,1,2.35
5,CUST0000847166,1,9.48
